source	reference	first_translation	first_bleu	first_comet	reflection	second_translation	second_bleu	second_comet	second_correct
Igamaopen recent file	Name	Name open recent file	0.061033220311973134	0.5012494921684265	"Error Diagnosis: Misunderstood context
Minimal Correction: Remove unnecessary words
Must-Preserve: Igama, Name
Factual Detail: Igama means ""Name"" in isiZulu."	Name open recent file	0.061033220311973134	0.5012494921684265	FALSE
_Ukutholakala	Accessibility keyboard plugin	Availability	0	0.6227706074714661	"Error Diagnosis: Incorrect context
Minimal Correction: Use accurate context
Must-Preserve: Accessibility, keyboard plugin
Factual Detail: Specificity of the type of availability, not just general availability."	Accessibility	0.1353352832366127	0.7867022752761841	TRUE
Fiphele	Set	Fiphele	0	0.6550513505935669	"Error Diagnosis: Incorrect meaning
Minimal Correction: Change translation to ""set""
Must-Preserve: Fiphele
Factual Detail: The translation should accurately convey the meaning of the isiZulu word."	Set	1	0.9828046560287476	TRUE
_Faka phakathi amafolda amancane	_Include subfolders	Insert the small folders	0	0.6352965831756592	"Error Diagnosis: Literal phrasing
Minimal Correction: Use more accurate term
Must-Preserve: amafolda amancane
Factual Detail: Subfolders are implied, not necessarily small folders."	Insert the subfolders	0.0724975	0.8017207384109497	TRUE
Isi_thombe esidlule	_Previous Image	The previous picture	0	0.6700249910354614	"Error Diagnosis: Incorrect capitalization and wording.
Minimal Correction: Use correct capitalization and wording.
Must-Preserve: Previous Image
Factual Detail: Maintain reference to an image."	The image has passed	0	0.5213063955307007	FALSE
Isizinda	Background	Foundation	0	0.5293514132499695	"Error Diagnosis: Inaccurate word choice
Minimal Correction: Change ""Foundation"" to ""Background""
Must-Preserve: Isizinda
Factual Detail: Reflects the contextual meaning of ""Isizinda"" as background rather than foundation."	Background	1	0.9842653274536133	TRUE
Izilimi zokuhlola ukupeletwa	Spell checking languages	Languages for evaluating performance	0	0.5960079431533813	"Error Diagnosis: Misinterpretation
Minimal Correction: Use correct term
Must-Preserve: Spell checking
Factual Detail: Accuracy in translation process."	Languages for performance evaluation	0	0.6169789433479309	FALSE
Ukuthutha okuxegayo	Loose Routing	Heavy transport	0	0.5243563055992126	"Error Diagnosis: Inaccurate meaning
Minimal Correction: Change to ""Loose Routing""
Must-Preserve: Ukuthutha, okuxegayo
Factual Detail: Reflects the concept of flexible or non-fixed routing."	Flexible Routing	0.067544361	0.871682882	TRUE
i-GDM iqala futhu ...	Restarting computer...	GDM starts and also ...	0.045649693	0.4855014681816101	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Restarting computer
Must-Preserve: i-GDM iqala futhu
Factual Detail: Captures the action of restarting the computer accurately."	i-GDM restarts the computer ...	0.12121093525642128	0.6628642678260803	FALSE
Ayifani	Does not match	It is not the same.	0.037593405	0.6232336759567261	"Error Diagnosis: Incorrect translation of isiZulu word.
Minimal Correction: Use correct translation of isiZulu word.
Must-Preserve: Ayifani
Factual Detail: Expresses the concept of things being different/not the same."	Ayifani	0	0.5062875747680664	FALSE
Ibizo-lokusetshenziswa	The username	Usage Name	0	0.6315105557441711	"Error Diagnosis: Incorrect term choice
Minimal Correction: Change ""Usage Name"" to ""The username""
Must-Preserve: Ibizo-lokusetshenziswa
Factual Detail: Capturing the specific term for ""username"" in isiZulu."	The username	0.2213885886251307	0.9818131923675537	TRUE
Fihla indawo yohlu ekhoneni ngokuzenzakalela	Automatically hide panel into corner	Hide the list area in the corner automatically	0.028599617161713803	0.6786604523658752	"Error Diagnosis: Literal phrasing
Minimal Correction: Use more natural wording
Must-Preserve: Automatically hide panel
Factual Detail: Express the action of hiding a panel into a corner."	Automatically hide the panel in the corner	0.097442646	0.868454635	TRUE
Uhlobo lenhlanganisi %s oyithandayo ayifakiwe kulomshini. Bewufuna ukwenza %s iphutha lenhlanganiso yakho nakusasa?	Do you wish to make %s the default for future sessions?	The type of configuration %s you prefer is not included in this machine. Would you like to make %s your configuration error tomorrow?	0.09615094	0.5616297721862793	"Error Diagnosis: Incorrect wording
Minimal Correction: Use a more accurate translation
Must-Preserve: default, future sessions
Factual Detail: Specify the action for future use."	The preferred type of configuration %s is not available on this machine. Would you like to save %s as your configuration for future use?	0.035463496	0.6477537155151367	FALSE
%s: Ngakhoni ukufunda Amagama Esiqiniseko	%s: Could not read Authentication Names	I could not learn the Words of Truth	0.028599617161713803	0.5685900449752808	"Error Diagnosis: Misinterpreted context
Minimal Correction: Use correct terminology
Must-Preserve: Authentication Names
Factual Detail: Convey the concept of verifying or confirming names."	I struggled to learn the Names of Confirmation	0.028599617161713803	0.6447073817253113	FALSE
Kuxhunyanisiwe noma kuthembiwe	Paired or trusted	It has been agreed or promised.	0.032359348	0.5543950200080872	"Error Diagnosis: Incorrect meaning
Minimal Correction: Replace with ""paired or trusted""
Must-Preserve: Kuxhunyanisiwe
Factual Detail: Conveys the idea of being paired or trusted."	Paired or trusted	0.5757197301274735	0.9745147228240967	TRUE
Priscilla Mahlangu Launchpad Contributions: Priscilla Mahlangu https://launchpad.net/~priny	translator-credits	Priscilla Mahlangu Launchpad Contributions: Priscilla Mahlangu https://launchpad.net/~priny	0	0.46189191937446594	"Error Diagnosis: Incorrect attribution
Minimal Correction: Replace with ""translator-credits""
Must-Preserve: Priscilla Mahlangu
Factual Detail: Acknowledging the translator's contributions."	Translator Credits: Priscilla Mahlangu Launchpad Contributions: Priscilla Mahlangu https://launchpad.net/~priny	0	0.57590729	FALSE
ayenziwe	not implemented	it is done	0	0.5895330905914307	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Correct to ""not implemented""
Must-Preserve: ayenziwe
Factual Detail: The action has not been carried out."	not implemented	0.2213885886251307	0.9865178465843201	TRUE
_Umsebenzi womkhawulo ekugcineni:	_Work interval lasts:	The task of the limit at the end:	0.02573285	0.47859400510787964	"Error Diagnosis: Incorrect phrasing
Minimal Correction: Change to accurate wording
Must-Preserve: Work interval
Factual Detail: Express the duration of the task."	The task of the final deadline: a continuous work interval.	0.023837651	0.5627169609069824	FALSE
Lwizela _Phandle	Zoom _Out	Lwizela _Phandle	0	0.5767505168914795	"Error Diagnosis: Literal phrasing
Minimal Correction: Use correct equivalent term
Must-Preserve: Lwizela, Phandle
Factual Detail: Equivalent term for ""Zoom Out"" needed."	Zoom Out	0.067544361	0.9203688502311707	TRUE
Cima okuqukethwe kohlu loka-Hamba noMuva/Phambili-hlu	Clear contents of Go menu and Back/Forward lists	Cima the content of the Hamba noMuva/Phambili list	0.028599617161713803	0.4251359701156616	"Error Diagnosis: Inaccurate content summary
Minimal Correction: Clarify menu items Go, Back, and Forward
Must-Preserve: Go menu, Back/Forward lists
Factual Detail: Reflects navigation options in user interface."	Clear the selected item from the Go/Back-Forward menu.	0.030601688609851067	0.7125182151794434	TRUE
Khetha imihume ebonakalayo kulesibaya	Mount the volume associated with this folder	Choose the visible paths in this kraal.	0.034010868	0.525264323	"Error Diagnosis: Misinterpretation of context
Minimal Correction: Use correct volume-related terminology
Must-Preserve: volume, associated
Factual Detail: The translation should convey a relationship between the volume and the folder."	Choose the visible folders in this directory.	0.034010868	0.6741061806678772	FALSE
Uhlu CDE	_Edit Menus	CDE List	0	0.4516279995441437	"Error Diagnosis: Literal Phrasing
Minimal Correction: Use appropriate translation for ""Edit Menus""
Must-Preserve: Uhlu CDE
Factual Detail: The translation should accurately reflect the meaning of ""Edit Menus."""	Edit Menus	0.067544361	0.9417910575866699	TRUE
Priscilla Mahlangu	translator-credits	Priscilla Mahlangu	0	0.5420687794685364	"Error Diagnosis: Missing translation
Minimal Correction: Add accurate translation
Must-Preserve: Priscilla Mahlangu
Factual Detail: Properly credit the translator."	Priscilla Mahlangu	0	0.5420687794685364	FALSE
Ihlulekile ukunezela umkhiqizo owenezelwayo	Failed to load module	Failed to add the additional product	0.097177166	0.6023267507553101	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Replace with ""Failed to load""
Must-Preserve: umkhiqizo, owenezelwayo
Factual Detail: Capture the idea of not being able to access a specific product."	Failed to load the specified product	0.23376641384792204	0.8318850994110107	TRUE
Isibaya sasekhaya	Open Folder	The home of the cattle kraal	0	0.3832746744155884	"Error Diagnosis: Literal phrasing
Minimal Correction: Use correct translation
Must-Preserve: Isibaya
Factual Detail: Refers to a specific type of folder"	Homestead folder	0	0.5007212162017822	FALSE
Impande kuphela efuna ukusebenzisa igdm	Only root wants to run GDM	Only the roots want to use the gdm	0.034010868	0.6736657023429871	"Error Diagnosis: Incorrect subject-verb agreement
Minimal Correction: Use singular form of verb
Must-Preserve: Only, root, GDM
Factual Detail: Singular form of verb matches subject ""root"" in the isiZulu sentence."	Only the root wants to use the GDM	0.18756826382863573	0.8760960698127747	TRUE
Bonke ohele abasebenzisekayo kulesibaya kuzovela kuhlu lwemibhalo.	All executable files in this folder will appear in the Scripts menu.	All the users who are applicable in this area will appear on the list of documents.	0.056003749	0.43290141224861145	"Error Diagnosis: Incorrect context
Minimal Correction: Revise to match the correct context
Must-Preserve: executable files, folder
Factual Detail: The translation should refer to executable files in a folder."	All executable files used in this area will be displayed in the document folder.	0.13484759408473254	0.7449054718017578	TRUE
Lwizela _Phandle	Zoom _Out	Lwizela _Phandle	0	0.5767505168914795	"Error Diagnosis: Misinterpretation
Minimal Correction: Replace with accurate translation
Must-Preserve: Lwizela, Phandle
Factual Detail: The word ""Zoom"" and the phrase ""Out"" should be included in the corrected translation."	Zoom Out	0.067544361	0.9203688502311707	TRUE
Ngokwangaphandle	By extension	From the outside	0	0.5881794691085815	"Error Diagnosis: Incorrect extension of meaning
Minimal Correction: Use a more contextually appropriate extension
Must-Preserve: Ngokwangaphandle
Factual Detail: The translation should reflect an extension of meaning, not a literal translation."	From an external perspective	0	0.5702589750289917	FALSE
_Faka futhi	_Reload	Put again	0	0.5734635	"Error Diagnosis: Inaccurate meaning
Minimal Correction: Replace with correct translation
Must-Preserve: Faka, Reload
Factual Detail: Expresses the action of loading something again."	Reload	0	0.8536592721939087	TRUE
_Abangathintwa abavinjiwe	_Blocked Contacts	Those who are untouchable are prohibited.	0	0.4927182197570801	"Error Diagnosis: Misinterpretation
Minimal Correction: Use proper context
Must-Preserve: Abangathintwa, abavinjiwe
Factual Detail: Refers to blocked contacts, not untouchable individuals."	Blocked contacts cannot be reached.	0	0.7316664457321167	TRUE
Hlanza ukhiphi miphumela	Debugging output	Clean out the results	0	0.46637827157974243	"Error Diagnosis: Literal phrasing
Minimal Correction: Use more appropriate technical terminology
Must-Preserve: miphumela
Factual Detail: The translation should convey the concept of debugging output."	Debug where the output is coming from	0.032359348	0.6341421604156494	FALSE
Buyisela omunye nomunye umboniso-sithombe okhethiwe kubungako bawo bemvelo	Restore each selected icon to its original size	Return another selected image-display based on its natural qualities.	0.027895820162122397	0.5574957132339478	"Error Diagnosis: Misinterpretation of ""restore"" and ""icon"".
Minimal Correction: Replace with ""return"" and ""image-display"".
Must-Preserve: selected, original size
Factual Detail: The translation must convey the idea of returning an image-display to its original size."	Return each selected image-display to its original size as chosen by the custodians of nature.	0.18207052811092134	0.6463996767997742	FALSE
Into engakwazi ukuqaliswa	Not a launchable item	Something that can be initiated	0	0.6401418447494507	"Error Diagnosis: Literal phrasing
Minimal Correction: Use accurate translation
Must-Preserve: Not a launchable item
Factual Detail: Emphasizes inability to be initiated."	Something that cannot be initiated	0	0.6833622455596924	FALSE
Umamukeni	To	Umamukeni	0	0.6538891196250916	"Error Diagnosis: Incorrect translation
Minimal Correction: Replace with correct translation
Must-Preserve: Umamukeni
Factual Detail: The translation should accurately convey the meaning of ""Umamukeni"" as ""To."""	To	1	0.969162643	TRUE
Inkimba sikhati	Clock	The time is now	0	0.5072821974754333	"Error Diagnosis: Misinterpretation
Minimal Correction: Replace with 'clock'
Must-Preserve: Inkimba
Factual Detail: Refers to a physical time-keeping device."	The clock strikes	0	0.6990436315536499	FALSE
Ungenekhone ukukopela izinhlamvu kudoti.	You cannot move the volume "%s" to the trash.	You cannot steal letters from the trash.	0.13943081391348622	0.5448575615882874	"Error Diagnosis: Misinterpretation of source phrase.
Minimal Correction: Replace with accurate translation.
Must-Preserve: volume, to the trash
Factual Detail: The action involves moving a specific volume to the trash."	You should not delete files in the trash.	0.094199469	0.5841407775878906	FALSE
Umbala wokubona ngale	Transparency color	The color of vision beyond	0.045649693	0.5560883283615112	"Error Diagnosis: Misinterpreted meaning
Minimal Correction: Change to ""Transparency color""
Must-Preserve: Umbala, wokubona
Factual Detail: Reflects the concept of transparency in the original isiZulu phrase."	Transparency color	0.2213885886251307	0.9778884053230286	TRUE
Omayelana abaqukethe indabuku Yendawo yohlu	Specify file containing saved configuration	Regarding those who comprise the list of the area’s book.	0	0.40007641911506653	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Specify saved configuration
Must-Preserve: file, saved
Factual Detail: Emphasize the aspect of configuration being saved."	Those who have saved the configuration of the Area Book.	0.02568481	0.5408576130867004	FALSE
Hambisa i-evince ngendlela yombukiso	Run evince in presentation mode	Move the evidence in the manner of a demonstration	0.02573285	0.5318379402160645	"Error Diagnosis: Misinterpreted function of 'hambisa'
Minimal Correction: Use correct command for 'run' instead of 'move'
Must-Preserve: i-evince
Factual Detail: Presentation mode for software program."	Run the evince in demonstration mode	0.11556377708900069	0.7777607440948486	TRUE
AkukhoLanguagesLanguage	None	There are no languages.	0	0.5378511548042297	"Error Diagnosis: Incorrect negation
Minimal Correction: Use ""None"" instead of ""There are no""
Must-Preserve: None
Factual Detail: The translation should convey the absence of languages."	NoneLanguagesLanguage	0	0.5816190242767334	FALSE
D_ala futhi amafolda	Re-crea_te folders	Go back and fold the folders	0.037593405	0.6170927882194519	"Error Diagnosis: Misinterpretation of ""ala"" as ""go back"" instead of ""re-create""
Minimal Correction: Use ""re-create"" instead of ""go back""
Must-Preserve: D_ala, amafolda
Factual Detail: The action involves recreating folders, not simply folding them again."	Re-create the folders	0.0724975	0.880666196	TRUE
Uma kuyiqiniso, tshengisa usuku lwenyanga esihlokweni somsebenzisi uma inkomba iphezu kwenkomba sikhathi.	If true, show date in a tooltip when the pointer is over the clock.	If it's true, display the date of the month in the user's header when the indicator is above the time indicator.	0.042981015257050184	0.6430273652076721	"Error Diagnosis: Misinterpreted context
Minimal Correction: Update to reflect tooltip display
Must-Preserve: ""If true"", ""show date"", ""tooltip""
Factual Detail: Indicate the action of showing the date when hovering over the clock."	If it's true, display the date in the user's tooltip when hovering over the time indicator.	0.064192001	0.7648736834526062	TRUE
_Ima	_Stop	Image	0	0.5399280190467834	"Error Diagnosis: Mistranslation
Minimal Correction: Replace with correct translation
Must-Preserve: Image
Factual Detail: The correct translation is ""Stop"" in English."	Stop	0	0.8960415720939636	TRUE
_Thwebula isithombe	_Take a Photo	Download the image	0	0.6348478198051453	"Error Diagnosis: Incorrect action verb.
Minimal Correction: Replace with ""Take a Photo.""
Must-Preserve: Thwebula isithombe
Factual Detail: The action of capturing an image."	Take a photo	0.0724975	0.8720888495445251	TRUE
Incwadi yezinsuku zonyaka	Calendar	Book of the Days of the Year	0	0.46572989225387573	"Error Diagnosis: Misinterpretation
Minimal Correction: Use broader term
Must-Preserve: Incwadi yezinsuku zonyaka
Factual Detail: Refers to a collection of dates and events."	Book of the Days of the Year	0	0.46572989225387573	FALSE
Kwesokudla	Right	To the right	0	0.695006788	"Error Diagnosis: Unnecessary article
Minimal Correction: Remove ""to the""
Must-Preserve: Right
Factual Detail: The translation should be concise and accurate."	Right	1	0.9852145910263062	TRUE
_Imniningwane yendikima	Show details	Details of the composition	0	0.6238337159156799	"Error Diagnosis: Inaccurate interpretation
Minimal Correction: Adjust wording for accuracy
Must-Preserve: Details, Show
Factual Detail: The translation should communicate the action of displaying information."	Details of the exhibit	0	0.6555421948432922	FALSE
Dlala umsindo uma siphuma	Play a sound when we log out	Make noise when we go out	0.09103421	0.5952721238136292	"Error Diagnosis: Literal phrasing
Minimal Correction: Use appropriate terminology
Must-Preserve: uma, siphuma
Factual Detail: Convey the idea of logging out."	Play music when we log out	0.4548019047027907	0.9112628698348999	TRUE
%s: Ngakhoni ukufunda isibonakaliso senhlanganiso	%s: Could not read Session ID	I was unable to read the organization's sign	0.02573285	0.5877813100814819	"Error Diagnosis: Misinterpretation of ""isibonakaliso"" as ""sign""
Minimal Correction: Replace with ""Session ID""
Must-Preserve: ""isibonakaliso""
Factual Detail: Express inability to read, not a physical sign."	I was unable to understand the session ID of the organization	0.021598265052211615	0.7152117490768433	TRUE
_Iphutha lokuhlelwa kolwiza:	_Default zoom level:	Error in the scheduling of the event:	0.028599617161713803	0.45345330238342285	"Error Diagnosis: Mistranslation
Minimal Correction: Correct translation
Must-Preserve: Default zoom level
Factual Detail: Accurate representation of the specific zoom setting."	Error in setting up the event:	0.032359348	0.5247971415519714	FALSE
Umumo wesuku lwenyanga yehele. Amanani engenzeka "ndaweni", "iso" no "ngemthethweni".	The format of file dates. Possible values are "locale", "iso", and "informal".	The state of the day of the new moon. Possible meanings include "place," "eye," and "officially."	0.045112913369222594	0.5117853879928589	"Error Diagnosis: Misinterpretation of source terms.
Minimal Correction: Replace with correct terms.
Must-Preserve: format, file dates, Possible values
Factual Detail: Reflects the options for file date formats."	The essence of the new moon day. Possible meanings include "place," "eye," and "by law."	0.046752913	0.5137616395950317	FALSE
Guquguqula ukuthunyelwa kwemisindo	Toggle audio transmission	Transform the transmission of sounds	0.045649693	0.6231118440628052	"Error Diagnosis: Misinterpretation of the concept
Minimal Correction: Use appropriate terminology
Must-Preserve: Toggle audio transmission
Factual Detail: The concept of switching or alternating the sending of audio signals."	Toggle audio transmission	0.5757197301274735	0.9782098531723022	TRUE
Launchpad Contributions: Xolani1990 https://launchpad.net/~beno-1990	translator-credits	Launchpad Contributions: Xolani1990 https://launchpad.net/~beno-1990	0	0.49561062455177307	"Error Diagnosis: Incorrect label translation
Minimal Correction: Translate as ""translator-credits""
Must-Preserve: Xolani1990
Factual Detail: Reflects the contributor's name on Launchpad."	Translator Credits: Xolani1990 https://launchpad.net/~beno-1990	0	0.5669218301773071	FALSE
_Cishe	Right	Almost	0	0.6230419874191284	"Error Diagnosis: Inaccurate meaning
Minimal Correction: Change to ""right""
Must-Preserve: Cishe
Factual Detail: Expresses the idea of being close or near, but not quite there."	Right	1	0.9864690899848938	TRUE
Ibha ye_simo	_Statusbar	The state of affairs	0	0.47999343276023865	"Error Diagnosis: Loss of specificity
Minimal Correction: Use correct term
Must-Preserve: Statusbar
Factual Detail: Reflects software element, not general state."	Statusbar	0	0.8764166235923767	TRUE
Ngakhoni ukukhipha umthonga	Unable to eject media	I couldn't remove the stain.	0	0.5110159516334534	"Error Diagnosis: Misinterpretation of ""umthonga""
Minimal Correction: Replace with ""media""
Must-Preserve: ""Ngakhoni"", ""umthonga""
Factual Detail: Express inability to remove media."	I couldn't remove the media.	0.032359348	0.684039295	FALSE
Izakhiwo	Properties	Structures	0	0.6993665099143982	"Error Diagnosis: Incorrect meaning
Minimal Correction: Change to ""properties""
Must-Preserve: Izakhiwo
Factual Detail: The translation should reflect the concept of characteristics or attributes."	Properties	1	0.9841420650482178	TRUE
Ayifani	Does not match	It is not the same.	0.037593405	0.6232336759567261	"Error Diagnosis: Inaccurate interpretation
Minimal Correction: Use ""It is not the same"" instead.
Must-Preserve: Ayifani
Factual Detail: Convey the meaning of difference or dissimilarity."	It is not the same.	0.037593405	0.6232336759567261	FALSE
Gcina imiboniso-sithombe ihlelwe ngokobungakanani kumdenda	Keep icons sorted by trash time in rows	Keep the presentations arranged according to size in the order.	0.02568481	0.5508487224578857	"Error Diagnosis: Misinterpretation of key terms
Minimal Correction: Use correct terms
Must-Preserve: icons, sorted, trash time
Factual Detail: The icons need to be organized based on when they were trashed."	Sort the image presentations based on when they were trashed.	0	0.589535117	FALSE
I-akhawunti ayixhunyiwe	Account disconnected	The account is not linked	0	0.6968764662742615	"Error Diagnosis: Incorrect wording
Minimal Correction: Change ""linked"" to ""disconnected""
Must-Preserve: ""Account""
Factual Detail: The account is not connected, implying a disconnection."	The account is disconnected	0.061033220311973134	0.9248971343040466	TRUE
Bheka ukuthi umbhalo-gama okahle nohlelo lombambisi wakho lukahle.	Check that the spelling is correct and that your proxy settings are correct.	Check that your title and your summary plan are appropriate.	0.061848287	0.5529358386993408	"Error Diagnosis: Incorrect meaning
Minimal Correction: Use correct meaning
Must-Preserve: spelling, proxy settings, correct
Factual Detail: The translation should focus on checking the spelling and proxy settings for accuracy."	Check that your title and the name of your program are correct.	0.13693693548745756	0.6724004745483398	FALSE
Isibonisi %s sihlangabezane nephutha masiqala.	The icon view encountered an error.	The display %s encountered an error as we started.	0.13190955568171472	0.6545860171318054	"Error Diagnosis: Incorrect object translation
Minimal Correction: Replace ""display"" with ""icon view""
Must-Preserve: encountered an error
Factual Detail: The translation should accurately convey that an error occurred with the icon view."	The icon view %s encountered an error as we started.	0.18499944101432772	0.7375974655151367	TRUE
Kumisiwe	Stopped	It has been decided.	0	0.5267087817192078	"Error Diagnosis: Incorrect meaning
Minimal Correction: Replace with ""stopped""
Must-Preserve: Kumisiwe
Factual Detail: The action is not decided but rather stopped."	Stopped	1	0.9879298210144043	TRUE
Incwadi yezinsuku zonyaka	Calendar	The Book of Days of the Year	0	0.4780372679233551	"Error Diagnosis: Misinterpretation
Minimal Correction: Replace with ""Calendar""
Must-Preserve: Incwadi yezinsuku zonyaka
Factual Detail: Refers to a traditional calendar in isiZulu culture."	Calendar of the Year	0.061033220311973134	0.7187394499778748	TRUE
Ukukhanya phezulu	Keyboard Brightness Up	The light above	0	0.6101109385490417	"Error Diagnosis: Literal phrasing
Minimal Correction: Use contextually appropriate translation
Must-Preserve: Ukukhanya, phezulu
Factual Detail: Indicates increasing brightness on a keyboard."	Rising brightness	0	0.7366644144058228	TRUE
Ayikwazi ukudlulisa amadokhumende kule element yobuso bekhomphyutha	Can't pass documents to this desktop element	It is not possible to transfer documents to this face element of the computer.	0.090178021	0.6826160550117493	"Error Diagnosis: Inaccurate interpretation
Minimal Correction: Change ""face element"" to ""desktop element""
Must-Preserve: transfer documents, desktop element
Factual Detail: Must convey the inability to pass documents to a specific desktop element."	It is not possible to transfer documents to this desktop element of the computer.	0.2460137257692754	0.7554599046707153	TRUE
_Faka phakathi amafolda amancane	_Include subfolders	Insert the small folders	0	0.6352965831756592	"Error Diagnosis: Literal phrasing
Minimal Correction: Use more contextually accurate term
Must-Preserve: amafolda amancane
Factual Detail: Subfolders are being referred to, not small folders."	Insert the small subfolders	0.061033220311973134	0.7621410489082336	TRUE
Hlunga _izibaya ngaphambi kohele	Sort _folders before files	Clean the kraals before the rain.	0.032359348	0.4087707996368408	"Error Diagnosis: Misinterpretation of metaphor
Minimal Correction: Replace with metaphorical meaning
Must-Preserve: _folders, before files
Factual Detail: Emphasize the concept of organizing files digitally."	Organize folders before files.	0.12121093525642128	0.7899143695831299	TRUE
Ukuhanjiswa kwesingoso	Orientation	Delivery of the soup	0	0.46319833397865295	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Change to ""Orientation""
Must-Preserve: Ukuhanjiswa, isingoso
Factual Detail: Reflecting the concept of orientation rather than delivery."	Orientation of the compass	0.061033220311973134	0.5400159955024719	FALSE
Ukuphawula okuhleliwe	Comments string	Well-structured commentary	0	0.6147979497909546	"Error Diagnosis: Misinterpretation
Minimal Correction: Use correct translation
Must-Preserve: Comments
Factual Detail: Maintaining the meaning of the original isiZulu phrase."	Well-organized presentation	0	0.540008008	FALSE
ukhetho lwamanje	Move the current selection to the desktop	the current election	0.055824533747465994	0.5391901731491089	"Error Diagnosis: Misinterpretation of context
Minimal Correction: Use correct context for ""selection""
Must-Preserve: current, desktop
Factual Detail: Moving the selection to the desktop is the correct action."	current selection	0.018172682	0.6428578495979309	FALSE
(Inani th copy)	(	(Price th copy)	0.045649693	0.5588367581367493	"Error Diagnosis: Misinterpretation of isiZulu word.
Minimal Correction: Replace ""Price"" with correct isiZulu term ""Inani.""
Must-Preserve: Inani th copy
Factual Detail: Reflects the correct term for ""th copy"" in isiZulu."	Number th copy	0	0.46470555663108826	FALSE
Isizinda	Background	Foundation	0	0.5293514132499695	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Replace with ""Background""
Must-Preserve: Isizinda
Factual Detail: Captures the contextual meaning of the original isiZulu term."	Background	1	0.9842653274536133	TRUE
Inkulisa _buqamama	Zoom _Out	Inkulisa _buqamama	0	0.6151547431945801	"Error Diagnosis: Literal phrasing
Minimal Correction: Translate ""inkulisa"" as ""zoom""
Must-Preserve: _buqamama
Factual Detail: The translation should convey the meaning of ""zoom out."""	Zoom out _buqamama	0.0724975	0.8015475273132324	TRUE
ngaphandle kolayini	offline	outside the line	0	0.5956751704216003	"Error Diagnosis: Misinterpretation
Minimal Correction: Use correct context
Must-Preserve: ngaphandle, kolayini
Factual Detail: Refers to being offline, not simply outside a line."	offline	1	0.9863620400428772	TRUE
Priscilla Mahlangu	translator-credits	Priscilla Mahlangu	0	0.5420687794685364	"Error Diagnosis: Lack of specific information.
Minimal Correction: Include translator's name.
Must-Preserve: Priscilla Mahlangu
Factual Detail: Acknowledging the translator's contribution."	Priscilla Mahlangu (Translated by: [Translator's Name])	0	0.5621740818023682	FALSE
Kwesokudla	Right	To the right	0	0.695006788	"Error Diagnosis: Unnecessary preposition
Minimal Correction: Remove ""to""
Must-Preserve: Right
Factual Detail: The direction ""right"" is the key meaning."	Right	1	0.9852145910263062	TRUE
isi-Bhalthikhi	Baltic	isi-Bhalthikhi	0	0.6273161172866821	"Error Diagnosis: Exact match error
Minimal Correction: Translate as ""Baltic""
Must-Preserve: None
Factual Detail: The translation should reflect the correct geographic region."	Baltic	1	0.9844714403152466	TRUE
I-Empathy yabelwa ethembeni lokuthi izoba usizo, kepha ngaphandle kwesiqiniseko; nangaphandle kwesiqiniseko esiqondiwe sokuthengisekayo noma ukulungela injongo ethile. Bheka i-GNU layisensi yomphakathi ejwayelekile ukuze uthole eminye imininingwane.	Empathy is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE. See the GNU General Public License for more details.	Empathy was allocated with the hope that it would be helpful, but without certainty; and without a clear understanding of its marketability or suitability for a specific purpose. Refer to the GNU General Public License for more information.	0.22870854889655082	0.684890628	"Error Diagnosis: Inaccurate warranty terms
Minimal Correction: Replace ""certainty"" with ""warranty""
Must-Preserve: ""useful"", ""WITHOUT ANY WARRANTY""
Factual Detail: Clarify lack of warranty in distribution."	Empathy was allocated with the hope that it would be helpful, but without any warranty; and without a clear understanding of its marketability or suitability for a specific purpose. Refer to the GNU General Public License for more information.	0.2258043389079604	0.7230714559555054	TRUE
Ngumthubi	Orange	It is a farmer.	0	0.3550543487071991	"Error Diagnosis: Incorrect word choice
Minimal Correction: Replace with correct term
Must-Preserve: Ngumthubi
Factual Detail: The word should be translated as ""orange"""	It is an orange.	0	0.4247300326824188	FALSE
Ngakhoni Ukubuyisela Ihele	Unable to start %s	I was unable to return the favor.	0.028599617161713803	0.5727831125259399	"Error Diagnosis: Inaccurate interpretation
Minimal Correction: Change to ""Unable to start %s""
Must-Preserve: Ihele
Factual Detail: Express inability to start something."	Unable to start Ihele	0.33602782883534926	0.7853198051452637	TRUE
_Unga khombisi lomyalezo futhi	Don't show any warnings again	_You cannot show this message and_	0.032359348	0.5079903602600098	"Error Diagnosis: Incorrect phrasing
Minimal Correction: Change wording to match the intended meaning
Must-Preserve: Don't show, any warnings
Factual Detail: Emphasize the need to avoid displaying warnings."	Do not display this warning message.	0.032359348	0.7394669651985168	TRUE
