dataset	index_in_dataset	lang_code	source	reference	translation	comet_score
ds_ntrex_zu	841	zu	Nokuthi, uWest ukhalaze kubabukeli ethi bamphathe kanzima ngemuva esteji ngakufake ekhanda.	Also, West had complained to the audience that he had got a hard time backstage about his head wear.	Nokuthi, uWest ukhalaze kubabukeli ethi bamphathe kanzima ngemuva esteji ngakufake ekhanda.	0.2692983150482178
ds_ntrex_zu	842	zu	"Bangiqinele ngemuva kwesiteji.	"They bullied me backstage.	"Bangiqinele ngemuva kwesiteji.	0.37600842118263245
ds_ntrex_zu	843	zu	Bathi, 'ungayi laphonaleso sigqoko.'	They said, 'don't go out there with that hat on.'	Bathi, 'ungayi laphonaleso sigqoko.'	0.2850726842880249
ds_ntrex_zu	844	zu	Bangiqinela!	They bullied me!	Bangiqinela!	0.541513979
ds_ntrex_zu	845	zu	Futhi bathi ngisandaweni emagedugedu," esho, ngokweNhloli yase Washington.	And then they say I'm in a sunken place," he said, according to the Washington Examiner.	Futhi bathi ngisandaweni emagedugedu," esho, ngokweNhloli yase Washington.	0.398508757
ds_ntrex_zu	846	zu	UWest uqhubekile wathi: "Ufuna ukubona indawo emagedugedu?" esho ethi "angagqoka i-superman cape yakhe, ngoba kusho ukuthi ngeke umtshele enzeni. Ufuna umhlaba uqhubekele phambili?	West went on: "You wanna see the sunken place?" saying that he would "put my superman cape on, because this means you can't tell me what to do. You want the world to move forward?	UWest uqhubekile wathi: "Ufuna ukubona indawo emagedugedu?" esho ethi "angagqoka i-superman cape yakhe, ngoba kusho ukuthi ngeke umtshele enzeni. Ufuna umhlaba uqhubekele phambili?	0.3960811197757721
ds_ntrex_zu	847	zu	Zama uthando."	Try love."	Zama uthando."	0.5657327175140381
ds_ntrex_zu	848	zu	Akuphawulile kwadala ahilizwe kabili yizibukeli nabeqembu le SNL abaqophayo banamahloni, iVariety ibike, ngoyedwa etshela abashicileli: "Kwathuleka cwaka estudiyo."	His comments drew boos at least twice from the audience and SNL cast members appeared to be embarrassed, Variety reported, with one person there telling the publication: "The entire studio fell dead silent."	Akuphawulile kwadala ahilizwe kabili yizibukeli nabeqembu le SNL abaqophayo banamahloni, iVariety ibike, ngoyedwa etshela abashicileli: "Kwathuleka cwaka estudiyo."	0.24139995872974396
ds_ntrex_zu	849	zu	UWest wafakwa ngengesibambiso somculi u-Ariana Grande sekuhambe isikhathi, isoka lakhe lakudala, i-rapper u-Mac Miller ushonile ezinsukwini ezimbalwa ezedlule.	West had been brought in as a late replacement for singer Ariana Grande, whose former boyfriend, the rapper Mac Miller had died a few days ago.	UWest wafakwa ngengesibambiso womculi u-Ariana Grande sekuhambe isikhathi, isoka lakhe lakudala, i-rapper u-Mac Miller ushonile ezinsukwini ezimbalwa ezedlule.	0.27737075090408325
ds_ntrex_zu	850	zu	UWest odide abaningi ngokucula kweculo I Love it, dressed as a Perrier Bottle.	West puzzled many with a performance of the song I Love it, dressed as a Perrier Bottle.	UWest udide abaningi ngokucula kweculo I Love it, edreswe njengeBhutsu lase-Perrier.	0.4445115625858307
ds_ntrex_zu	851	zu	UWest ulekelelwe inhloko yeqembu lakudala le TPUSA, Candace Turner ofake ku-twitter wathi: "Konomoya onesibindi esimangalisayo: SIYABONGA NGOKUSUKUMA UMELANE NOQUQABA."	West got backing from head of conservative group TPUSA, Candace Turner who tweeted: "To one of the most courageous spirits: THANK YOU FOR STANDING UP TO THE MOB."	UWest ulekelelwe inhloko yeqembu lakudala le TPUSA, uCandace Turner ofake ku-twitter wathi: "Konomoya onesibindi esimangalisayo: SIYABONGA NGOKUSUKUMA UMELANE NOQUQABA."	0.3323231339454651
ds_ntrex_zu	852	zu	Kodwa ophethe nuhlelo lokuxoxa uKaren Hunter ubhale ku-twitter wathi uWest "ubeba ilomuntu ahlezi enguye futhi nje kuhle lokho."	But talk show host Karen Hunter tweeted that West was simply "being who he is and that's absolutely wonderful."	Kodwa ophethe nuhlelo lokuxoxa uKaren Hunter ubhale ku-twitter wathi uWest "ubeba ilomuntu ahlezi enguye futhi nje kuhle lokho."	0.42450952529907227
ds_ntrex_zu	853	zu	"BKodwa ngikhethe ukuNGAklomelisi muntu (ngokuthenga umculo wakhe noma ingubo noma ukweseka “ubuciko” bakhe) engikholelwa ukuthi beseka futhi bugcwele umqondo oyingozi kumphakathi.	"But I chose NOT to reward someone (by purchasing his music or clothing or supporting his "art") who I believe is embracing and spewing ideology that is harmful to my community.	"Kodwa ngikhethe ukungaklomelisi muntu (ngokuthenga umculo wakhe noma ingubo noma ukweseka "ubuciko" bakhe) engikholelwa ukuthi beseka futhi bugcwele umqondo oyingozi kumphakathi.	0.39032772183418274
ds_ntrex_zu	854	zu	Ukhululekile.	He is free.	Ukhululekile.	0.6152532696723938
ds_ntrex_zu	855	zu	Ngakho sinjalo," enezela.	So are we," she added.	Ngakho sinjalo," enezela.	0.5486330389976501
ds_ntrex_zu	856	zu	Phambi kombukiso, i-rapper yethuke ku-Twitter ukuthi ushintshe igama lakhe, ethi manje usezobizwa "ngegama lakudala uKanye West."	Before the show, the rapper announced on Twitter that he had changed his name, saying that he was now "the being formally known as Kanye West."	Phambi kombukiso, i-rapper yethuke ku-Twitter ukuthi ushintshe igama lakhe, ethi manje usezobizwa "ngegama lakudala uKanye West."	0.5111623406410217
ds_ntrex_zu	857	zu	Akayena umculi wokuqala ukuba ashintshe igama lakhe futhi ulandela ezinyathelweni zika Diddy, owaziwa futhi ngoPuff Daddy, Puffy no P Diddy.	He is not the first artist to change their name and follows in the footsteps of Diddy, also known as Puff Daddy, Puffy and P Diddy.	Akayena umculi wokuqala ukuba ashintshe igama lakhe futhi ulandela ezinyathelweni zika Diddy, owaziwa futhi ngoPuff Daddy, Puffy no P Diddy.	0.5459433794021606
ds_ntrex_zu	858	zu	Umlingani oyi-rapper, Snoop Dogg wake wabizwa Snoop Lion kanye naye impela umculi osewashona enkantshubomvu uPrince, washintsha igama lakhe ngophawu bese kwathiwa uPrince.	Fellow rapper, Snoop Dogg has had the name Snoop Lion and of course the late music legend Prince, changed his name to a symbol and then the artist previously known as Prince.	Umlingani oyi-rapper, Snoop Dogg wake wabizwa Snoop Lion kanye naye impela umculi osewashona enkantshubomvu uPrince, washintsha igama lakhe ngophawu bese kwathiwa uPrince.	0.4675191342830658
ds_ntrex_zu	859	zu	Ukushajwa ngenhloso yokubulala kwindawo yokudla e-Belfast	Attempted murder charge over Belfast restaurant stabbing	Ukushajwa ngenhloso yokubulala kwindawo yokudla e-Belfast	0.391791433
ds_ntrex_zu	860	zu	Indoda ena 45 ithweswe icala lokuzama ukubulala emva kokuba umlisa othile egwaziwe endaweni yokudlela empuma neBelfast ngolwesiHlanu.	A 45-year-old man has been charged with attempted murder after a man was stabbed in a restaurant in east Belfast on Friday.	Indoda ena 45 ithweswe icala lokuzama ukubulala emva kokuba umlisa othile egwaziwe endaweni yokudlela empuma neBelfast ngolwesiHlanu.	0.2933966815471649
ds_ntrex_zu	861	zu	Isigameko senzeke eBallyhackamore, kusho iphoyisa.	The incident happened in Ballyhackamore, police said.	Isigameko senzeke eBallyhackamore, kusho iphoyisa.	0.37086209654808044
ds_ntrex_zu	862	zu	Umsolwa ulindeleke ukuthi avele e-Belfast Magistrates Court ngoMsombuluko.	The defendant is expected to appear before Belfast Magistrates' Court on Monday.	Umsolwa ulindeleke ukuthi avele e-Belfast Magistrates Court ngoMsombuluko.	0.6149490475654602
ds_ntrex_zu	863	zu	Amashaki azohlolwa yiSevisi yoMshushisi woMphakathi.	The charges will be reviewed by the Public Prosecution Service.	Amashaki azohlolwa yiSevisi yoMshushisi woMphakathi.	0.25281277298927307
ds_ntrex_zu	864	zu	Umdlali ovelele we-Game of Thrones uKit Harington ugxeka amasiko obudoda angemahle	Game of Thrones star Kit Harington hits out at toxic masculinity	Umdlali ovelele we-Game of Thrones uKit Harington ugxeka amasiko obudoda angemahle	0.37730029225349426
ds_ntrex_zu	865	zu	UKit Harington wazi kabanzi ngendawo ayidlalayo yokushwiba inkemba ebizwa Jon Snow kumdalo oyiziqephu wezikhathi zakudala ezinodlame ezakhiwe we-HBO i-Game of Thrones.	Kit Harington is known for his sword-swinging role as Jon Snow in HBO's violent medieval fantasy series Game of Thrones.	UKit Harington wazi kabanzi ngendawo ayidlalayo yokushwiba inkemba ebizwa Jon Snow kumdalo oyiziqephu wezikhathi zakudala ezinodlame ezakhiwe we-HBO i-Game of Thrones.	0.33897626399993896
ds_ntrex_zu	866	zu	Kodwa lomlingisi, 31, ugxeke isiko leqhawe eliyisidlakela, ethi ezindawo ezinjalo kwiskrini zithi kubafana abasebancane kumele baqine ukuze bahlonipheke.	But the actor, 31, has hit out at the stereotype of the macho hero, saying such roles on screen mean young boys often feel like they have to be tough to be respected.	Kodwa lomlingisi, 31, ugxeke isiko leqhawe eliyisidlakela, ethi ezindawo ezinjalo kwiskrini zithi kubafana abancane kumele baqine ukuze bahlonipheke.	0.3521811068058014
ds_ntrex_zu	867	zu	Ekhuluma ne-The Sunday Times Culture, uKit uthe ukholelwa ekutheni khona okungahamba kahle futhi wabuza ukuthi kungabhekanwa kanjani nesiko lobudoda elibi kwieikhathi sika #Nami Futhi.	Speaking to The Sunday Times Culture, Kit said he believes 'something's gone wrong' and questioned how to tackle the problem of toxic masculinity in the #MeToo era.	Ekhuluma ne-The Sunday Times Culture, uKit uthe ukholelwa ekutheni khona okungahamba kahle futhi wabuza ukuthi kungabhekanwa kanjani nesiko lobudoda elibi kwieikhathi sika #Nami Futhi.	0.4150535464286804
ds_ntrex_zu	868	zu	UKit, osanda kushada uzakwabo wakwi-Game of Thrones uLeslie, nayo ono 31, uvumile ukuthi naye ‘uzibophezele’ ekubhekaneni nalenkinga.	Kit, who recently married his Game of Thrones co-star Rose Leslie, also 31, admitted he feels 'quite strongly' about addressing the issue.	UKit, osanda kushada uzakwabo wakwi-Game of Thrones uLeslie, nayo ono 31, uvumile ukuthi naye 'uzibophezele' ekubhekaneni nalenkinga.	0.4568566381931305
ds_ntrex_zu	869	zu	'Ngizizwa mina uqobo, ngithinteka kakhulu, aokwamanje – ikuphila siphambuke khona ngalobudoda?,' esho.	'I feel personally, quite strongly, at the moment - where have we gone wrong with masculinity?,' he said.	'Ngizizwa mina uqobo, ngithinteka kakhulu, aokwamanje – ikuphila siphambuke khona ngalobudoda?,' esho.	0.3748991787433624
ds_ntrex_zu	870	zu	'Yini ebisiyifundisa amadoda ngenkathi ekhula, ngokwenkinga esiyibona manje?'	'What have we been teaching men when they're growing up, in terms of the problem we see now?'	'Yini ebisiyifundisa amadoda ngenkathi ekhula, ngokwenkinga esiyibona manje?'	0.3997788727283478
ds_ntrex_zu	871	zu	UKit ukholelwa ukuthi umabonakude unganomthelela kancane wokuvusa isiko elibi lobudoda ngenxa yabalingisi abayizigora	Kit believes television may be partly responsible for the rise in toxic masculinity thanks to its very masculine characters.	UKit ukholelwa ukuthi umabonakude unganomthelela kancane wokuvusa isiko elibi lobudoda ngenxa yabalingisi abayizigora	0.3417609632015228
ds_ntrex_zu	872	zu	Uqhubekile: 'Yini eyimvelo futh yiniefundisiwe?	He continued: 'What's innate and what's taught?	Uqhubekile: 'Yini eyimvelo futh yiniefundisiwe?	0.2985990345478058
ds_ntrex_zu	873	zu	Okufundiswa kuTV, nasemigwaqeni, yenza abafana abancane babenesiqiniseko Salelicala lokuba indoda?	What is taught on TV, and in the streets, that makes young boys feel they have to be this certain side of being a man?	Okufundiswa kuTV, nasemigwaqeni, yenza abafana abancane babenesiqiniseko Salelicala lokuba indoda?	0.3518947660923004
ds_ntrex_zu	874	zu	Ngicabanga ukuthi ileyo inkinga enkulu ngalesikhathi –sikushintsha kanjan lokho?	I think that's really one of the big questions in our time - how do we change that?	Ngicabanga ukuthi ileyo inkinga enkulu ngalesikhathi –sikushintsha kanjan lokho?	0.4093007743358612
ds_ntrex_zu	875	zu	Ngoba kunento esobala ukuthi khona okungalungile kumadoda asemancane.'	Because clearly something has gone wrong for young men.'	Ngoba kunento esobala ukuthi khona okungalungile kumadoda asemancane.'	0.47575587034225464
ds_ntrex_zu	876	zu	Kwiingxoxo uvumile futhi ukuthi ngeke enze ama-prequels or sequels eGame of Thrones ngenkathi umdlalo uya ngasekupheleni ngekuphela kwehlobo, ethi useqedile ngezinkundla zokulwa namahhashi'.	In the interview he also admitted that he wouldn't be doing any Game of Thrones prequels or sequels when the series comes to an end next summer, saying he is 'done with battlefields and horses'.	Kwiingxoxo uvumile futhi ukuthi ngeke enze ama-prequels or sequels eGame of Thrones ngenkathi umdlalo uya ngasekupheleni ngekuphela kwehlobo, ethi useqedile ngezinkundla zokulwa namahhashi'.	0.3968663513660431
ds_ntrex_zu	877	zu	Kusukela ngoNovemba uKit uzodlala kwiTrue West kaSam Shepard okuyindaba yomakhi filimu nomfowabo, ogqekezayo.	From November Kit will star in a revival of Sam Shepard's True West which is the story of a film producer and his brother, who is a robber.	Kusukela ngoNovemba uKit uzodlala kwiTrue West kaSam Shepard okuyindaba yomakhi filimu nomfowabo, ogqekezayo.	0.3064982295036316
ds_ntrex_zu	878	zu	Umlingisi usanda kuveza ukuthi ucabanga ukuthi unkosikazi wakhe u Rose uzoba yinto evelele eyake yaphuma ku Game of thrones.	The actor recently revealed that he considers meeting his wife Rose to be the best thing to come out of Game of Thrones.	Umlingisi usanda kuveza ukuthi ucabanga ukuthi unkosikazi wakhe u Rose uzoba yinto evelele eyake yaphuma ku Game of thrones.	0.4229585826396942
ds_ntrex_zu	879	zu	‘Ngahlangana nonkosikazi wami kuwona lomdlalo, ingakho ke kwanginika umndeni wakusasa, impilo yami kusaka manje’, esho.	'I met my wife in this show, so in that way it gave me my future family, and my life from here on in,' he said.	'Ngahlangana nonkosikazi wami kuwona lomdlalo, ingakho ke kwanginika umndeni wakusasa, impilo yami kusaka manje', esho.	0.24618443846702576
ds_ntrex_zu	880	zu	U- Rose wadlala Ygritte, Uthando luka Kit character Jon Snow, kwi lwama lwemiklomelo wakuma Emmy fantasy series.	Rose played Ygritte, the love interest of Kit's character Jon Snow, in the Emmy award-winning fantasy series.	U- Rose wadlala Ygritte, Uthando luka Kit character Jon Snow, kwi lwama lwemiklomelo wakuma Emmy fantasy series.	0.40490347146987915
ds_ntrex_zu	881	zu	Lezi thandani zashada ngo Nhlangulana 2018 amagcekeni akubo ka Leslie eScotland.	The couple married in June 2018 on the grounds of Leslie's family estate in Scotland.	Lezi thandani zashada ngo Nhlangulana 2018 amagcekeni akubo ka Leslie eScotland.	0.24010130763053894
ds_ntrex_zu	882	zu	HIV/Aids: I-China ibika u-14% ukuqhubekela phambili ezimweni ezintsha	HIV/Aids: China reports 14% surge in new cases	HIV/Aids: I-China ibika u-14% ukuqhubekela phambili ezimweni ezintsha	0.5658437609672546
ds_ntrex_zu	883	zu	I-China isimemezela ukunyuka ngo 14% kwanani lwezakhamizi eziphila nengculazi ne sandulela ngculazi.	China has announced a 14% jump in the number of its citizens who are living with HIV and Aids.	I-China isimemezela ukunyuka ngo 14% kwanani lwezakhamizi eziphila nengculazi ne sandulela ngculazi.	0.2440008819103241
ds_ntrex_zu	884	zu	Abantu abangaphezu kuka-820,000 bathinteka kuleli zwe, izikhulu zezempilo zithi.	More than 820,000 people are affected in the country, health officials say.	Abantu abangaphezu kuka-820,000 bathinteka kuleli zwe, izikhulu zezempilo zithi.	0.5022726058959961
ds_ntrex_zu	885	zu	Amacala amasha angaba ngu-40,000 abikwa kwikota yesibili ka-2018 uwodwa.	About 40,000 new cases were reported in the second quarter of 2018 alone.	Amacala amasha angaba ngu-40,000 abikwa kwikota yesibili ka-2018 uwodwa.	0.34190794825553894
ds_ntrex_zu	886	zu	Iningi lamacala amasha eze.	The vast majority of new cases were transmitted through sex, marking a change from the past.	Iningi lamacala amasha eze.	0.2987612783908844
ds_ntrex_zu	887	zu	Iningi lamacala amasha adluliselwa ngezocansi, amaka ushintsho kusuka esikhathini esidlule.	Traditionally, HIV spread rapidly through some parts of China as a result of infected blood transfusions.	Iningi lamacala amasha adluliselwa ngezocansi, amaka ushintsho kusuka esikhathini esidlule.	0.233953059
ds_ntrex_zu	888	zu	Kodwa isibalo sabantu abathola ngculazi ngale ndlela siye sanciphisa cishe safika ku zero , izikhulu zempilo zase China zasho njalo emhlanganweni wesifundazwe saseYunnan.	But the number of people contracting HIV in this way had been reduced to almost zero, Chinese health officials said at a conference in Yunnan province.	Kodwa isibalo sabantu abathola ngculazi ngale ndlela siye sanciphisa cishe safika ku zero , izikhulu zempilo zase China zasho njalo emhlanganweni wesifundazwe saseYunnan.	0.36617451906204224
ds_ntrex_zu	889	zu	Unyaka-no-nyaka, kodwa ke inani labantu abaphila negculazi nesandulela ngculazi sesinyuke ngaba abangu 100,000.	Year-on-year, however, the number of those living with HIV and Aids in China has risen by 100,000 people.	Unyaka-no-nyaka, kodwa ke inani labantu abaphila negculazi nesandulela ngculazi sesinyuke ngaba abangu 100,000.	0.3919731378555298
ds_ntrex_zu	890	zu	Ukuthelelana kwengculazi ngoku cansi inkinga encane kwi LGBT community.	HIV transmission through sex is an acute issue in China's LGBT community.	Ukuthelelana kwengculazi ngoku cansi inkinga encane kwi LGBT community.	0.49017760157585144
ds_ntrex_zu	891	zu	Ukubayicala ukuthandana nobuliliobufanayp e-China kwasulwa ngo 1997, kodwa kucwaswa kubantu abathandana nobulili obufanayo kudlangile.	Homosexuality was decriminalised in China in 1997, but discrimination against LGBT people is said to be rife.	Ukubayicala ukuthandana nobuliliobufanayp e-China kwasulwa ngo 1997, kodwa kucwaswa kubantu abathandana nobulili obufanayo kudlangile.	0.353611559
ds_ntrex_zu	892	zu	Ngenxa yendlela zokuphila, ucwaningo luke lwaveza ukuthi 70-90% wabantu besilisa abalala nabanye besilisa bagcine beshade nabantu besifazane.	Because of the country's conservative values, studies have estimated that 70-90% of men who have sex with men will eventually marry women.	Ngenxa yendlela zokuphila, ucwaningo luke lwaveza ukuthi 70-90% wabantu besilisa abalala nabanye besilisa bagcine beshade nabantu besifazane.	0.47900840640068054
ds_ntrex_zu	893	zu	Okuningi ukutheleleka kwezifo kuqhamuka kukuzivikela akungalungile kucansi kulobu budlelwano.	Many of the transmissions of the diseases come from inadequate sexual protections in these relationships.	Okuningi ukutheleleka kwezifo kuqhamuka kukuzivikela akungalungile kucansi kulobu budlelwano.	0.29081979393959045
ds_ntrex_zu	894	zu	Kusukela ngo 2003, uhulumeni wase China wathembisa ukufinyelela komhlaba kwimishwanguzo njengemizamoyokubhekana nenkinga.	Since 2003, China's government has promised universal access to HIV medication as part of an effort to tackle the issue.	Kusukela ngo 2003, uhulumeni wase China wathembisa ukufinyelela komhlaba kwimishwanguzo njengemizamoyokubhekana nenkinga.	0.3885438144207001
ds_ntrex_zu	895	zu	UMaxine Waters uyaphika ukuthi omunye umsebenzi uputshize ulwazi lwe -GOP senators', kuqhuma 'amanga ayingozi' akanye 'nezinkolelwa zokubhozonyelwa’	Maxine Waters denies staffer leaked GOP senators' data, blasts 'dangerous lies' and 'conspiracy theories'	UMaxine Waters uyaphika ukuthi omunye umsebenzi uputshize ulwazi lwe -GOP senators', kuqhuma 'amanga ayingozi' akanye 'nezinkolelwa zokubhozonyelwa'	0.38150158524513245
ds_ntrex_zu	896	zu	eU.S. I-Rep. Maxine Waters uchithe izinsolo zokuthi omunye kwizisebenzi zakhe ufake imniningwane yama-senator amathathu e-Republican eU.S. kwikhasi labaqambi mthetho kwi-Wikipedia.	U.S. Rep. Maxine Waters on Saturday denounced allegations that a member of her staff had posted the personal information of three Republican U.S. senators onto the lawmakers' Wikipedia pages.	eU.S. I-Rep. Maxine Waters uchithe izinsolo zokuthi omunye kwizisebenzi zakhe ufake imniningwane yama-senator amathathu e-Republican eU.S. kwikhasi labaqambi mthetho kwi-Wikipedia.	0.3525063395500183
ds_ntrex_zu	897	zu	AmaDemocrat ase Los Angeles achazile ukuthi lezinsolo ibhebhethekiswe ompetha "be-ultra-right wing" namawebhusayithi.	The Los Angeles Democrat asserted that the claims were being pedaled by "ultra-right wing" pundits and websites.	AmaDemocrat ase Los Angeles achazile ukuthi lezinsolo ibhebhethekiswe ompetha "be-ultra-right wing" namawebhusayithi.	0.5139428973197937
ds_ntrex_zu	898	zu	"Amanga, amanga, namanye amanga amaningi anyantisayo," kusho uWaters kwisitatimende kuTwitter.	"Lies, lies, and more despicable lies," Waters said in a statement on Twitter.	"Amanga, amanga, namanye amanga amaningi anyantisayo," kusho uWaters kwisitatimende kuTwitter.	0.2908884882926941
ds_ntrex_zu	899	zu	Imniningwane eputshukile ibandakanyanamakheli asemakhaya nezinombolo zase U.S. Sens. ULindsey Graham wase South Carolina, noMike Lee kanye  no-Orrin Hatch, bobabili abase Utah.	The released information reportedly included the home addresses and phone numbers for U.S. Sens. Lindsey Graham of South Carolina, and Mike Lee and Orrin Hatch, both of Utah.	Imniningwane eputshukile ibandakanyanamakheli asemakhaya nezinombolo zase U.S. Sens. ULindsey Graham wase South Carolina, noMike Lee kanye  no-Orrin Hatch, bobabili abase Utah.	0.4667923152446747
ds_ntrex_zu	900	zu	Ulwazi luvele kwi-inthanethi ngoLwesine, ifakwe umuntu ongaziwa kuCapitol Hill ngenkathi kulalelwa iphaneli ye-Senate kwizinsolo yokungaziphathi kahle ngokocansi kowe-Supreme Court uBrett Kavanaugh.	The information appeared online Thursday, posted by an unknown person on Capitol Hill during a Senate panel's hearing on the sexual misconduct allegations against Supreme Court nominee Brett Kavanaugh.	Ulwazi lwavela ku-inthanethi ngeCawa, umuntu ongaziwa efakwe ePhalamende kaKhongolose ngesikhathi kulalelwa iphaneli yoMkhandlu woBuhlulu mayelana nokuziphatha ngokungcolile kwesiGqeba soMthetho uBrett Kavanaugh.	0.26238569617271423
ds_ntrex_zu	901	zu	Lokuputshuka kuvele emva kokuba uKavanaugh efakwe imibuzo ama-senator amathathu.	The leak came sometime after the three senators had questioned Kavanaugh.	Lokhu kwenzeka ngemva kokuba uKavanaugh efakwe imibuzo emithathu.	0.2921532988548279
ds_ntrex_zu	902	zu	Amasayithi akudala njenge Gateway Pundit ne RedState ibike ukuthi i-IP address ikhomba ukuthi ihhovisi laWaters lihlobene nayo nokuthi ilona elikhiphe lemniningwane yomsebenzi kaWaters, kubika i-Hill.	Conservative sites such as Gateway Pundit and RedState reported that the IP address that identifies the source of the posts was associated with Waters" office and released the information of a member of Waters' staff, the Hill reported.	Ama-website endala njenge-Gateway Pundit ne-RedState ayichaza i-IP address esikhundleni sikaMnu. Waters, ibika i-Hill.	0.42768558859825134
ds_ntrex_zu	903	zu	"Lezinsolo ezingaqinisekisiwe zamanga futhi azilona iqiniso," kuqhubeka uWaters.	"This unfounded allegation is completely false and an absolute lie," Waters continued.	"Lezi zinsolo azicaci futhi azingamsini," kusho uMnu. Waters.	0.5501706600189209
ds_ntrex_zu	904	zu	"Ilungi labasebenzi bami – ubunikazi, imniningwane yomuntu, nokuphepha kwabasengcupheni njengomphumela wezinsolo zokukhwabanisa futhi zamanga – alizange lizibandakanye nokuputshula lemniningwane.	"The member of my staff - whose identity, personal information, and safety have been compromised as a result of these fraudulent and false allegations - was in no way responsible for the leak of this information.	"Abasebenzi bami – ubunikazi, ulwazi lobuntu, nokuphepha kwabantu – ayikaze ifakwe ekuphikiseni noma ekuxovuleni lolwazi."	0.3444000780582428
ds_ntrex_zu	905	zu	Lezinsolo ezingeasisekelo zamanga impela futhi azilona iqiniso."	This unfounded allegation is completely false and an absolute lie."	"Lezi zinsolo azingamsini futhi azicaci."	0.39457038044929504
ds_ntrex_zu	906	zu	Isitatimende sikaWaters sisheshe saba ngukugxeka kwi-inthanethi, kubandakanya nonobhala omdala we-White House press u-Ari Fleischer.	Waters' statement quickly drew criticism online, including from former White House press secretary Ari Fleischer.	Izincazelo zikaWaters zagcina zaphakama ku-inthanethi, kubandakanya noMnu. Ari Fleischer, umphathi wesizinda seziqu zikahulumeni.	0.25506964325904846
ds_ntrex_zu	907	zu	"Lokuphika kunokudinwa," kubhala uFleischer.	"This denial is angry," Fleischer wrote.	"Lokhu kuchaza ukungahambi kahle," kubhala uFleischer.	0.45726093649864197
ds_ntrex_zu	908	zu	"Lokhu kuchaza ukuthi akanabo ubumnene bokua iLungu likaKhongolose.	"This suggests she doesn't have the temperment to be a Member of Congress.	"Lokhu kuchaza ukuthi akanalo ilungelo lokuphatha iKhongolose.	0.4138777554035187
ds_ntrex_zu	909	zu	Uma umuntu esolwa ngokuthile abangakwenzanga, akumele badinwe.	When someone is accused of something they didn't do, they must not be angry.	Uma umuntu esolwa ngesenzo angeke sayenzanga, akumele abekwe icala.	0.38106289505958557
ds_ntrex_zu	910	zu	Akumele banqabe.	They must not be defiant.	Akumele anqatshelwe.	0.45375335216522217
ds_ntrex_zu	911	zu	Akumele basole izinhlosos zommangali.	They must not question the motives of the accuser.	Akumele abheme izinhloso zokona.	0.3635043799877167
ds_ntrex_zu	912	zu	Kumele baphole futhi babe nokuthula."	They must be calm and serene."	Kumele aphile ngokuthula."	0.49556460976600647
ds_ntrex_zu	913	zu	UFleischer bengathi ufanisa impendulo kaWaters kukugxekwa iJaji lama-Democrat uKavanaugh, owasolwa abagxeki abebedinwe kakhulu ngesikhathi sokulalelwa kwecala ngoLwesine.	Fleischer was appearing to compare Waters' reaction to the Democrats' criticism of Judge Kavanaugh, who was accused by critics of seeming too angry during Thursday's hearing.	UFleischer ubeka umbono wokuphatha kaWaters ngokufana nokwethulwa koMqondisi uKavanaugh, owayesolwa futhi ebhekwe kanzima ngesikhathi sokuphonononga.	0.3410550057888031
ds_ntrex_zu	914	zu	U-Omar Navarro, umngeneli weRepublican ozongena ezicathulweni zika Waters kukhetho lwaphakathi nesikhathi, uphefumule naye ngemcabango yakhe kuTwitter.	Omar Navarro, a Republican candidate running to unseat Waters in the midterm elections, also voiced his thoughts on Twitter.	UMnu. Omar Navarro, umnyamuleli weRepublican ozofika ezincathulweni zikaWaters, uphawule ngalokho kuTwitter.	0.39222070574760437
ds_ntrex_zu	915	zu	"Kukhulu bo uma kuyiqiniso," ebhala kuTwitter.	"Big if true," he tweeted.	"Kukhulu uma kuyiqiniso," kubhala kuTwitter.	0.6231140494346619
ds_ntrex_zu	916	zu	Kwisitatimende sakhe, uWaters uthe ihhovisi lakhe lazise "izikhulu ezifanele nohlaka labezomthetho ngalezinsolo zokukhwabanisa.	In her statement, Waters said her office had alerted "the appropriate authorities and law enforcement entities of these fraudulent claims.	Esincazelelweni sakhe, uWaters uthe ihhovisi lakhe laxhumana "namalunga asemasikweni onke" ngalezi zinsolo.	0.3902193009853363
ds_ntrex_zu	917	zu	"Sizoqinisekisa ukuthi abanecala bayadalulwa," eqhubeka, "futhi bazobekwa icala ngezenzo zabo zonke zokucekela phansi neziyingozi kunoma yiba phi noma bonke abasebenzi bami."	"We will ensure that the perpetrators will be revealed," she continued, "and that they will be held legally liable for all of their actions that are destructible and dangerous to any and all members of my staff."	"Sizoqinisekisa ukuthi labo becala bahlawulwe," kusho yena, "futhi babekwe icala ngezenzo zonke zokukhohlisa nezingcolisa bonke abasebenzi bami."	0.40786808729171753
ds_ntrex_zu	918	zu	Umbono ngoJohnny English Strikes Again – yehlise amandla spy poof yaRowan Atkinson	Johnny English Strikes Again review - underpowered Rowan Atkinson spy spoof	Umbono weJohnny English Strikes Again – ukwehlisa umculo wespy waRowan Atkinson	0.4652557969093323
